sku,shopifyId,newBrand,newTitle
PU57DCW2,8167234568371,Gibson,"Gibson '57 Classic (Double Classic White, 2-Conductor, Potted, Alnico 2, 8K)"
GA-USATRHT,8138523902131,Gibson,Gibson Gibson USA Trucker
GA-TBIRDWHT,8138528555187,Gibson,Gibson Thunderbird Wool Snapback
GA-FBPTRHT,8138599202995,Gibson,Gibson Firebird Patch Trucker
GA-BLKTRHT,8138603856051,Gibson,Gibson Classic Trucker
GA-GBSNBBHT,8138548871347,Gibson,"Gibson The Gibson"" Baseball Hat"""
GA-USAFMTRHT,8138524033203,Gibson,Gibson Gibson USA Foam Trucker
GA-SDWVFMTRHT,8138532880563,Gibson,Gibson Soundwave Foam Trucker
GA-1894BEANIE,8138623058099,Gibson,"Gibson Since 1894"" Cuffed Beanie"""
GA-LPBEANIE,8138534191283,Gibson,Gibson Les Paul Cuffed Beanie
GA-USABEANIE,8138524098739,Gibson,Gibson Gibson USA Cuffed Beanie
GG-NASCAR23,8100451549363,AXE HEAVEN,AXE HEAVEN ALLY 400 NASCAR Trophy Mini Guitar
KA-TEE-FM-BLK-SM,8138553884851,Kramer,Kramer Kramer FM Tee
KA-TEE-FM-BLK-MD,8138553819315,Kramer,Kramer Kramer FM Tee
KA-TEE-FM-BLK-LG,8138553753779,Kramer,Kramer Kramer FM Tee
KA-TEE-FM-BLK-XL,8138553917619,Kramer,Kramer Kramer FM Tee
KA-TEE-FM-BLK-2X,8138553589939,Kramer,Kramer Kramer FM Tee
KA-TEE-FM-BLK-3X,8138553655475,Kramer,Kramer Kramer FM Tee
AEST-BRN,8138650779827,Epiphone,Epiphone Epiphone Premium Leather Guitar Strap (Brown)
AEST-CTRD,8138650943667,Epiphone,Epiphone Epiphone Cotton Guitar Strap (Red)
GA-STOOL2,8138529898675,Gibson,"Gibson Premium Playing Stool, Standard Logo, Short (24)"""
GA-STOOL3,8138529734835,Gibson,"Gibson Premium Playing Stool, Star Logo, Tall (30)"""
GA-STOOL4,8138529636531,Gibson,"Gibson Premium Playing Stool, Star Logo, Short (24)"""
GA-STOOL5,8138529538227,Gibson,"Gibson Premium Playing Stool, Standard Logo, Tall (30)"""
GE-30STOOL,8138514956467,Epiphone,"Epiphone Epiphone Playing Stool, Tall (30)"""
GG-120AH,8100452171955,AXE HEAVEN,AXE HEAVEN® Les Paul Standard Cherry Sunburst 1:4 Scale Mini Guitar Model
GG-121AH,8100452106419,AXE HEAVEN,AXE HEAVEN® Les Paul Goldtop 1:4 Scale Mini Guitar Model
GG-123AH,8100451877043,AXE HEAVEN,AXE HEAVEN® Les Paul Custom Ebony 1:4 Scale Mini Guitar Model
GG-124AH,8100451778739,AXE HEAVEN,AXE HEAVEN® Les Paul Standard Slash Anaconda Burst 1:4 Scale Mini Guitar Model
GG-125AH,8100451713203,AXE HEAVEN,AXE HEAVEN® Les Paul Standard Slash Vermillion Burst 1:4 Scale Mini Guitar Model
GG-126AH,8100451647667,AXE HEAVEN,AXE HEAVEN® Les Paul Standard Slash Appetite Burst 1:4 Scale Mini Guitar Model
GG-127AH,8100444471475,AXE HEAVEN,AXE HEAVEN® Les Paul Standard Slash November Burst 1:4 Scale Mini Guitar Model
GG-129,8100443619507,AXE HEAVEN,AXE HEAVEN® Adam Jones Silverburst Les Paul 1:4 Scale Mini Guitar Model
GG-220AH,8100443783347,AXE HEAVEN,AXE HEAVEN® '64 SG Standard Cherry 1:4 Scale Mini Guitar Model
GG-223AH,8100445683891,AXE HEAVEN,AXE HEAVEN® SG EDS-1275 Doubleneck Cherry 1:4 Scale Mini Guitar Model
GG-320AH,8100445290675,AXE HEAVEN,AXE HEAVEN® ES-335 Faded Cherry 1:4 Scale Mini Guitar Model
GG-425AH,8100445126835,AXE HEAVEN,AXE HEAVEN® Firebird V Vintage Sunburst 1:4 Scale Mini Guitar Model
GG-520AH,8100444897459,AXE HEAVEN,AXE HEAVEN® '58 Korina Flying V 1:4 Scale Mini Guitar Model
GG-632AH,8100444274867,AXE HEAVEN,AXE HEAVEN® J-45 Slash November Burst 1:4 Scale Mini Guitar Model
GG-633AH,8100444012723,AXE HEAVEN,AXE HEAVEN® J-45 Slash Vermillion Burst 1.4 Scale Mini Guitar Model
GG-720AH,8138518757555,AXE HEAVEN,AXE HEAVEN® '58 Korina Explorer Natural Finish 1:4 Scale Mini Guitar Model
AIGG-925,8138649764019,Gibson,Gibson Cotton Polish Cloth
AIGG-PPC,8138649600179,Gibson,Gibson Premium Microfiber Polish Cloth
ASPIN-HMB,8138647666867,Gibson,Gibson Hummingbird Lapel Pin
ASPIN-HS,8138647273651,Gibson,Gibson Headstock Lapel Pin
ASPIN-LPC,8138647371955,Gibson,Gibson Les Paul Custom Lapel Pin
GP-GLD,8167254032563,Gibson,Gibson Gibson Logo Iron-On Patch
GP-ORG,8167253737651,Gibson,Gibson Gibson Logo Iron-On Patch
GP-RWB,8167253901491,Gibson,Gibson Gibson USA Iron-On Patch
PUGBDBNC2-SET,8167258325171,Gibson,"Gibson Greenybucker Set (Double black, Nickel cover, Unpotted, Rhythm pickup reverse polarity, T: 8.7k, R: 8.3k, Alnico 2)"
PUCBUDB2,8167238238387,Gibson Custom,"Gibson Custom Custombucker Underwound (Double black, 2-conductor, Unpotted, 7.2k, Alnico 3)"
PUCBUDBGC2,8167258489011,Gibson Custom,"Gibson Custom Custombucker Underwound (Double black, Gold Cover, 2-conductor, Unpotted, 7.2k, Alnico 3)"
PU90USBBC2,8167239581875,Gibson,"Gibson P-90 Soapbar Underwound (Black cover, 2-conductor, Potted, 7.2k, Alnico 3)"
PU90UDEBC2,8167239516339,Gibson,"Gibson P-90 Dogear Underwound (Black cover, 2-conductor, Potted, 7.2k, Alnico 3)"
PU90USBCC2,8167239680179,Gibson,"Gibson P-90 Soapbar Underwound (Cream cover, 2-conductor, Potted, 7.2k, Alnico 3)"
PU57UDB2,8167239188659,Gibson,"Gibson '57 Classic Underwound (Double black, Underwound, 2-conductor, Potted, 7.2k, Alnico 2)"
PU57UDBGC2,8167239286963,Gibson,"Gibson ’57 Classic Underwound (Double black, Gold cover, Underwound, 2-conductor, Potted, 7.2k, Alnico 2)"
PU57UDBNC2,8167239385267,Gibson,"Gibson ’57 Classic Underwound (Double black, Nickel cover, Underwound, 2-conductor, Potted, 7.2k, Alnico 2)"
PU57UZB2,8167239057587,Gibson,"Gibson ’57 Classic Underwound (Zebra, Underwound, 2-conductor, Potted, 7.2k, Alnico 2)"
PUTBRCC2,8167238926515,Gibson,"Gibson Thunderbird Reissue (Chrome cover, 2-conductor, Potted, 8.2k, Alnico 5)"
PU90DCDEBC2,8167238467763,Gibson,"Gibson P-90 DC (Black Dogear, 2-conductor, Potted, 17.4k, Neo)"
PU90DCSBBC2,8167238566067,Gibson,"Gibson P-90 DC (Black Soapbar, 2-conductor, Potted, 17.4k, Neo)"
PU90DCSBCC2,8167238697139,Gibson,"Gibson P-90 DC (Cream Soapbar, 2-conductor, Potted, 17.4k, Neo)"
PUDFSMDB4,8167238795443,Gibson,"Gibson Dirty Fingers SM (Double Black, 4-conductor, Potted, 15k, Ceramic 8)"
PUTBMBC2,8167238369459,Gibson,"Gibson Thunderbird Modern (Black cover, 2-conductor, 9.5k, Ceramic 8)"
PUCBUDBNC2,8167238074547,Gibson Custom,"Gibson Custom Custombucker Underwound (Double black, Nickel Cover, 2-conductor, Unpotted, 7.2k, Alnico 3)"
PUCBUZB2,8167238140083,Gibson Custom,"Gibson Custom Custombucker Underwound (Zebra, 2-conductor, Unpotted, 7.2k, Alnico 3)"
KPUERZB4,8138555687091,0,"0 Kramer Eruption"" (Zebra"
KPUETZB4,8138555752627,0,"0 Kramer Eruption"" (Zebra"
KPUERDB4,8138555228339,0,"0 Kramer Eruption"" (Double Black"
KPUETDB4,8138555719859,0,"0 Kramer Eruption"" (Double Black"
IEPB-GH,8167260422323,Epiphone,Epiphone ProBucker Pickup Set
IEPB-NH,8167260520627,Epiphone,Epiphone ProBucker Pickup Set
PEST-020,8167260160179,Epiphone,Epiphone Epiphone Toggle Switch
PEST-030,8167260291251,Epiphone,Epiphone Epiphone Toggle Switch
PEST-040,8167259340979,Epiphone,Epiphone Epiphone Toggle Switch
PETK-010,8167259865267,Epiphone,Epiphone Epiphone Toggle Switch Cap
PETK-020,8167259209907,Epiphone,Epiphone Epiphone Toggle Switch Cap
PETK-030,8167259275443,Epiphone,Epiphone Epiphone Toggle Switch Cap
PETK-040,8167259308211,Epiphone,Epiphone Epiphone Toggle Switch Cap
GA-AJ-WIT-SM,8138608869555,Gibson,Gibson Adam Jones 'The Witness' Tee (Black)
GA-AJ-WIT-MD,8138609000627,Gibson,Gibson Adam Jones 'The Witness' Tee (Black)
GA-AJ-WIT-LG,8138609197235,Gibson,Gibson Adam Jones 'The Witness' Tee (Black)
GA-AJ-WIT-XL,8138608935091,Gibson,Gibson Adam Jones 'The Witness' Tee (Black)
GA-AJ-WIT-2X,8138609295539,Gibson,Gibson Adam Jones 'The Witness' Tee (Black)
GA-AJ-WIT-3X,8138609098931,Gibson,Gibson Adam Jones 'The Witness' Tee (Black)
PUFBNC2,8167239090355,Gibson,"Gibson Firebird Reissue (Nickel Cover, 2-Conductor, Potted, 6.5k, Alnico 5)"
PUFB+NC2,8167238828211,Gibson,"Gibson Firebird Reissue Plus (Nickel Cover, 2-Conductor, Potted, 9k, Alnico 5)"
PUDFZB4,8167239155891,Gibson,"Gibson Dirty Fingers (Zebra, 4-Conductor, Potted, 15k, Ceramic 8)"
PUDFSMZB4,8167238992051,Gibson,"Gibson Dirty Fingers SM (Zebra, 4-Conductor, Potted, 15k, Ceramic 8) "
KPUNRDB4,8138555785395,0,"0 Kramer Neptune"" (Rhythm"
KPUNTDB4,8138555916467,0,"0 Kramer Neptune"" (Treble"
KPUNRZB4,8138555850931,0,"0 Kramer Neptune"" (Rhythm"
KPUNTZB4,8138555982003,0,"0 Kramer Neptune"" (Treble"
ASTD-MG2,8138642751667,Gibson,Gibson Handcrafted Wooden Stand
N/A,#VALUE!,Merc,Merc X Gibson ‘Riff’ T-shirt
N/A,#VALUE!,Merc,Merc x Gibson ‘Tone’ T-shirt
N/A,#VALUE!,Gibson,Gibson Gibson Garage Shop Tee
N/A,#VALUE!,Epiphone,"Epiphone Grabber, G-3 Bass Hard Case"
N/A,#VALUE!,Gibson,Gibson Gibson Garage Baseball Tee
N/A,#VALUE!,Gibson,"Gibson Custombucker Plus (Zebra, Unpotted, 2-Conductor, Alnico 3, 8.6K) "
N/A,#VALUE!,Gibson,"Gibson Custombucker Plus (Double Black, Unpotted, 2-Conductor, Alnico 3, 8.6K) "
N/A,#VALUE!,Gibson,"Gibson Custombucker Plus (Double Black, True Historic Gold Cover, Unpotted, 2-Conductor, Alnico 3, 8.6K) "
N/A,#VALUE!,Gibson,"Gibson Custombucker Plus (Double Black, True Historic Nickel Cover, Unpotted, 2-Conductor, Alnico 3, 8.6K) "
N/A,#VALUE!,Gibson,Gibson Rosewood Fretboard Keychain Gibson Garage London
N/A,#VALUE!,Gibson,"Gibson Tony Iommi Signature Humbucker​ (Chrome Cover, 4-Conductor, Potted, Ceramic and Alnico 2, 16K)"
N/A,#VALUE!,Gibson,Gibson Gibson Garage Nashville Enamel Pin
N/A,#VALUE!,Gibson,Gibson Mahogany Pick Tray Gibson Garage London
N/A,#VALUE!,Gibson,Gibson Sitka Spruce Soundhole Coaster Set Gibson Garage London
N/A,#VALUE!,Gibson,Gibson Handcrafted Wooden Stand
N/A,#VALUE!,Gibson,Gibson Handcrafted Doubleneck Wooden Guitar Stand
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Strap Buttons With Screws, Aluminum"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Tuners, Nickel (Set of 6)"
N/A,#VALUE!,Gibson,Gibson Historic Reissue Bumblebee Capacitors (Set of 2)
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Truss Rod Cover, Blank, With Screws"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Wraparound Tailpiece With Studs & Inserts, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Stop Bar Tailpiece With Studs & Inserts, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Thumbwheels & Posts for ABR-1 Bridge, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue ABR-1 Bridge, Nickel, No Wire, With Thumbwheels & Posts"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Murphy Lab Jack Plate With Screws, Cream"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Jack Plate With Screws, Cream"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Jack, Short Shaft"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Toggle Switch Cap, Amber"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Switch Washer, Cream"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Knurled Nut, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Toggle Switch, Nickel"
N/A,#VALUE!,Gibson,Gibson Historic Reissue 500k Short Shaft Potentiometer
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Dial Pointers, Nickel (Set of 4)"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Top Hat Knobs, Gold"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Les Paul Standard Pickguard, Cream (1954-1956 With Two P-90)"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Les Paul Standard Pickguard, Cream (1957-1960)"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Les Paul Switchplate With Screws, Black"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Les Paul Backplate With Screws, Black"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Pickup Pole Piece Screws, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Humbucking Pickup Cover, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Pickup Height Adjustment Screws, Slotted, Nickel"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Mounting Ring Screws, Nickel (Set of 4 Short & 4 Long)"
N/A,#VALUE!,Gibson,"Gibson Historic Reissue Pickup Mounting Rings, Cream"
N/A,#VALUE!,Gibson,"Gibson Dirty Fingers SM (Double Classic White, 4-conductor, Potted, Ceramic, 15k)"
N/A,#VALUE!,Gibson,"Gibson Dirty Fingers (Double Classic White, 4-conductor, Potted, Ceramic, 15k)"
N/A,#VALUE!,Gibson,"Gibson True Historic Dial Pointers (Four Pack, Nickel)"
N/A,#VALUE!,Gibson,"Gibson True Historic Toggle Switch Cap, Amber"
N/A,#VALUE!,Gibson,"Gibson True Historic Pickup Mounting Rings, Cream"
N/A,#VALUE!,Gibson,Gibson Gibson DES Trucker
N/A,#VALUE!,Gibson,"Gibson True Historic Reissue Tuners (Nickel, Set of 6)"
N/A,#VALUE!,Gibson,Gibson True Historic 500k Short Shaft Potentiometer
N/A,#VALUE!,Gibson,"Gibson True Historic Les Paul Pickguard, Cream (‘57, ’58, ’59, ’60)"
N/A,#VALUE!,Gibson,"Gibson True Historic Les Paul Pickguard, Cream (‘56 with 2 P-90)"
N/A,#VALUE!,AXE HEAVEN,"AXE HEAVEN® Adam Jones Silverburst Les Paul 1:4 Scale Mini Guitar Model, Signed"
N/A,#VALUE!,Gibson,Farewell Tour x Gibson Gold Logo Tee (White)
N/A,#VALUE!,Gibson,Farewell Tour x Gibson Clean Longsleeve Tee (White)
N/A,#VALUE!,Gibson,Farewell Tour x Gibson Crewneck (Carbon Grey)
N/A,#VALUE!,Gibson,Farewell Tour x Gibson Gold Logo Tee (Black)
N/A,#VALUE!,Gibson,Farewell Tour x Gibson Clean Longsleeve Tee (Black)
N/A,#VALUE!,Gibson,Farewell Tour x Gibson Crewneck (Black)
N/A,#VALUE!,Gibson,Gibson The Premium Saddle
N/A,#VALUE!,Gibson,"Gibson Adam Jones Les Paul Guitar Case, Silverburst"
N/A,#VALUE!,Gibson,Gibson Luthier's Choice Triple Pack
N/A,#VALUE!,Epiphone,Epiphone Epiphone Coronet (USA Collection)
N/A,#VALUE!,Gibson,Gibson The Sunflower
N/A,#VALUE!,Gibson,Gibson The Lightning Bolt Seatbelt (Red) 
N/A,#VALUE!,Gibson,Gibson The Bluegrass
N/A,#VALUE!,Gibson,Gibson The Seatbelt
N/A,#VALUE!,Gibson,Gibson The Lightning Bolt Seatbelt
N/A,#VALUE!,Gibson,Gibson Historic Output Jack Plate
N/A,#VALUE!,Kramer,"Kramer Kramer S-Style Hard Shell Case, Left-Handed"
N/A,#VALUE!,Gibson,Gibson Guitar Sticker Pack
N/A,#VALUE!,Gibson Mod™ Collection,Gibson Mod™ Collection Les Paul Standard 50s
